"Name","Mass","Differentiated","Undiff_Type","Ordinary_Type"
"Queen Alexandra Range 99828",3.25809653802148,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99829",2.69462718077007,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99830",1.66770682055808,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99831",2.27212588550934,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99832",1.85629799036563,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99833",1.91692261218206,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99834",1.70474809223843,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99835",0.405465108108164,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99836",1.30833281965018,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99837",1.30833281965018,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99839",0.587786664902119,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99840",0.587786664902119,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99841",-0.916290731874155,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99842",-1.20397280432594,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99843",1.85629799036563,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99844",1.85629799036563,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99845",-0.22314355131421,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99846",-0.356674943938732,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99847",0.182321556793955,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99848",2.87356463957978,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99849",2.70136121295141,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99850",2.70136121295141,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99851",1.79175946922805,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99852",1.09861228866811,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99853",1.22377543162212,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99854",0.262364264467491,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99855",2.4932054526027,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99856",1.02961941718116,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99857",2.63188884013665,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99858",3.34286180464919,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99859",0.262364264467491,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99860",0.262364264467491,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99861",1.16315080980568,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99862",3.17387845893747,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99863",2.72129542785223,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99864",1.25276296849537,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99865",3.49650756146648,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99866",1.45861502269952,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99867",1.28370777234479,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99868",2.2512917986065,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99869",2.52572864430826,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99870",1.43508452528932,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99871",2.00148000021012,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99872",1.94591014905531,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99873",1.94591014905531,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99874",1.43508452528932,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99875",1.43508452528932,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99876",1.98787434815435,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99877",2.82137888640921,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99878",0.78845736036427,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99879",1.38629436111989,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99880",1.62924053973028,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99881",1.98787434815435,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99882",3.4307561839037,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99883",1.58923520511658,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99884",1.58923520511658,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99885",2.18605127673809,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99886",2.72785282839839,"Undifferentiated","Carbonaceous",NA
"Queen Alexandra Range 99887",2.62466859216316,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99888",1.80828877117927,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99889",2.50959926237837,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99890",3.73528582692809,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99891",3.85014760171006,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99892",2.43361335540045,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99893",3.09828886187908,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99894",2.68102152871429,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99895",2.29253475714054,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99896",2.17475172148416,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99897",2.11625551480255,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99898",1.93152141160321,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99899",2.52572864430826,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99900",2.4423470353692,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99901",2.04122032885964,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99902",0.262364264467491,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99903",0.262364264467491,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99904",1.30833281965018,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99905",1.94591014905531,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99906",1.09861228866811,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99907",1.16315080980568,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99908",1.16315080980568,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99909",0.336472236621213,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99910",0.336472236621213,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99911",-0.693147180559945,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99912",-0.22314355131421,"Undifferentiated","Ordinary","LL Meteorite"
"Queretaro",8.51719319141624,"Undifferentiated","Ordinary","H Meteorite"
"Quijingue",10.9852927228879,"Differentiated",NA,NA
"Quinn Canyon",14.1870741143968,"Differentiated",NA,NA
"Quinyambie",7.40123126441302,"Undifferentiated","Ordinary","LL Meteorite"
"Qulumat Nadqan 001",9.53971605897709,"Undifferentiated","Ordinary","L Meteorite"
"Rabbit Dry Lake",2.99573227355399,"Undifferentiated","Ordinary","L Meteorite"
"Rabbit Flat",5.68697535633982,"Undifferentiated","Ordinary","H Meteorite"
"Rafrüti",9.80917687306489,"Differentiated",NA,NA
"Ragged Top",4.80974235171687,"Undifferentiated","Ordinary","H Meteorite"
"Ragland",9.40096073158483,"Undifferentiated","Ordinary","LL Meteorite"
"Ragland Hill",9.37585481045376,"Undifferentiated","Ordinary","H Meteorite"
"Raguli",8.35208267135264,"Undifferentiated","Ordinary","H Meteorite"
"Rainbow",7.34794382314869,"Undifferentiated","Carbonaceous",NA
"Rakity",9.34136863438259,"Undifferentiated","Ordinary","L Meteorite"
"Ramlat al Wahibah 001",4.3267781604434,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 002",6.16363054365732,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 003",4.55849777778966,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 004",3.78031851443072,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 005",4.03689198747402,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 006",3.50495661595301,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 007",7.57078340038594,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 008",2.05412373369555,"Undifferentiated","Ordinary","L Meteorite"
"Ramlat al Wahibah 009",3.08922261664133,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 010",3.14242665270479,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 011",4.7923963621155,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 012",3.14026542428629,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 013",5.72100006427327,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 014",8.62891344102665,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 015",5.68978496501235,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 016",4.74866428562682,"Undifferentiated","Ordinary","L Meteorite"
"Ramlat al Wahibah 017",4.25020806005303,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 018",3.57794789340665,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 019",6.30283873181655,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 020",4.72010472408019,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 021",4.07872318131914,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 022",4.49903158992642,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 023",4.67366960241278,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 024",2.49072303510944,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 025",1.59736533119983,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 026",5.83673870190483,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 027",7.06852117281037,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 028",3.28989331210348,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 029",2.52091708731103,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 030",1.59330853050422,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 031",5.27479282150108,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 032",2.60120710548416,"Undifferentiated","Ordinary","L Meteorite"
"Ramlat al Wahibah 033",3.12324559385295,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 034",4.11300274404063,"Undifferentiated","Ordinary","LL Meteorite"
"Ramlat al Wahibah 035",3.42556473811045,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 036",4.87832220665555,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 037",6.27217864954412,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 038",2.00148000021012,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 039",3.16968558067743,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 040",4.36131359307634,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 041",4.48717462775038,"Undifferentiated","Ordinary","L Meteorite"
"Ramlat al Wahibah 042",6.30658545781816,"Undifferentiated","Ordinary","L Meteorite"
"Ramlat al Wahibah 043",4.58357875974461,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 044",3.32952234495526,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 045",4.44593996041753,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat al Wahibah 046",4.9199079304633,"Undifferentiated","Ordinary","L Meteorite"
"Ramlat as Sahmah 001",4.58016002298392,"Undifferentiated","Ordinary","L Meteorite"
"Ramlat as Sahmah 002",5.30086412081461,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat as Sahmah 003",3.68411813701223,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat as Sahmah 004",6.16533381708695,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat as Sahmah 005",5.61778876148922,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat as Sahmah 006",2.88759011493429,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat as Sahmah 007",6.04025471127741,"Differentiated",NA,NA
"Ramlat as Sahmah 008",6.14418563412565,"Undifferentiated","Ordinary","L Meteorite"
"Ramlat as Sahmah 009",4.98360662170834,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat as Sahmah 113",7.3125534981026,"Undifferentiated","Ordinary","L Meteorite"
"Ramlat as Sahmah 114",4.95863999897788,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat as Sahmah 200",6.18879786152237,"Differentiated",NA,NA
"Ramlat as Sahmah 202",9.81192035901064,"Differentiated",NA,NA
"Ramlat as Sahmah 203",8.34141021146186,"Differentiated",NA,NA
"Ramlat as Sahmah 204",9.23491590454222,"Undifferentiated","Ordinary","L Meteorite"
"Ramlat as Sahmah 205",6.61041336681389,"Undifferentiated","Ordinary","L Meteorite"
"Ramlat as Sahmah 206",5.52557245390196,"Undifferentiated","Ordinary","L Meteorite"
"Ramlat as Sahmah 207",5.30831720112637,"Undifferentiated","Ordinary","L Meteorite"
"Ramlat as Sahmah 208",3.91461963127541,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat as Sahmah 209",4.60985917547422,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat as Sahmah 210",4.07668962698338,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat as Sahmah 211",4.96305439846681,"Differentiated",NA,NA
"Ramlat as Sahmah 212",3.11529150861163,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat as Sahmah 213",1.60743590976343,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat as Sahmah 214",5.48192975652491,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat as Sahmah 215",2.72915916431245,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat as Sahmah 216",6.37145798924248,"Undifferentiated","Ordinary","L Meteorite"
"Ramlat as Sahmah 217",5.21819132206875,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat as Sahmah 218",2.60933422816305,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat as Sahmah 219",6.1530730623044,"Undifferentiated","Ordinary","L Meteorite"
"Ramlat as Sahmah 220",5.51197607865103,"Undifferentiated","Ordinary","L Meteorite"
"Ramlat as Sahmah 221",3.87722449988545,"Undifferentiated","Carbonaceous",NA
"Ramlat as Sahmah 222",4.13836144763888,"Undifferentiated","Ordinary","L Meteorite"
"Ramlat as Sahmah 223",3.46229248102197,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat as Sahmah 224",5.4452707795042,"Undifferentiated","Ordinary","L Meteorite"
"Ramlat as Sahmah 225",6.1142351242754,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat as Sahmah 226",6.44952210533532,"Undifferentiated","Ordinary","L Meteorite"
"Ramlat as Sahmah 227",7.11167523532859,"Undifferentiated","Ordinary","L Meteorite"
"Ramlat as Sahmah 228",6.03392519829675,"Undifferentiated","Ordinary","L Meteorite"
"Ramlat as Sahmah 229",4.36335336940826,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat as Sahmah 230",5.04012936932396,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat as Sahmah 231",5.31088802372189,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat as Sahmah 232",5.85878993020344,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat as Sahmah 233",4.80147682734871,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat as Sahmah 234",6.89608747411445,"Undifferentiated","Ordinary","L Meteorite"
"Ramlat as Sahmah 235",4.71411427297727,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat as Sahmah 236",3.76584049525006,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat as Sahmah 237",4.44535348453421,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat as Sahmah 238",5.32510534330442,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat as Sahmah 239",4.78815818732521,"Undifferentiated","Ordinary","L Meteorite"
"Ramlat as Sahmah 240",4.44488405605475,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat as Sahmah 241",4.34639945703073,"Undifferentiated","Ordinary","L Meteorite"
"Ramlat as Sahmah 242",4.57078575912626,"Undifferentiated","Ordinary","LL Meteorite"
"Ramlat as Sahmah 243",4.3528552573736,"Undifferentiated","Ordinary","L Meteorite"
"Ramlat as Sahmah 244",3.76445064096101,"Undifferentiated","Ordinary","H Meteorite"
"Ramlat as Sahmah 245",3.07408123996497,"Undifferentiated","Ordinary","H Meteorite"
